t_knots,mean_beta0,mean_beta1,mean_beta2,mean_beta3,med_beta0,med_beta1,med_beta2,med_beta3,sd_beta0,sd_beta1,sd_beta2,sd_beta3,lower_beta0,lower_beta1,lower_beta2,lower_beta3,upper_beta0,upper_beta1,upper_beta2,upper_beta3
-1.99,1.68051130704926,0.164514614994683,0.253844999389865,1.09102144973823,1.62915741384943,0.161486824642847,0.241153463909622,1.09376803187506,0.242000208438007,0.144559559434148,0.164468495302899,0.159770904653,1.40028849485437,-0.0874606858353206,0.00974839815629847,0.83673012733308,2.10180900482895,0.361945575359423,0.486842644394455,1.353437079083
-1.90857142857143,1.68169568558203,0.277991858821374,0.284111384362839,1.05454206379486,1.6419397309788,0.275905238313677,0.323481516786718,1.0892601235859,0.152456939353234,0.103511800903934,0.1252557443127,0.174448617509526,1.49698920351149,0.0584484025205468,0.0543866494320796,0.74951037156003,1.94405470627722,0.411595745284752,0.416893367905054,1.34157873734678
-1.82714285714286,1.64113673809974,0.397546655631633,0.32277501704648,0.989512839599705,1.57145139969761,0.404381661164995,0.336477104521111,1.01706575223577,0.133464461126346,0.0716536441937702,0.103334848423526,0.168483535234454,1.51855873534398,0.25063986369459,0.0772154532664405,0.684922519226327,1.87804920788313,0.484220584956036,0.43128067284409,1.23945894065555
-1.74571428571429,1.54997419507187,0.506104113493475,0.379623172470342,0.892701831993609,1.53424736798257,0.526072139948848,0.381233233975303,0.910588809023774,0.109906523638444,0.065734678475331,0.102211815592702,0.130477178388185,1.43618240827935,0.387026363673882,0.14283425499446,0.646113938167472,1.73968528273575,0.58493367427821,0.489861379964756,1.07480160036421
-1.66428571428571,1.4268408466178,0.597974756232188,0.454701458269739,0.794359494754421,1.41184018134755,0.60542955591672,0.461591606264934,0.799503062169645,0.0884530978297338,0.0666662825703025,0.10603518135048,0.0971247022239696,1.30631306821973,0.483727829036026,0.238926866684232,0.624976707126045,1.59319124663517,0.694001781880865,0.581094708024455,0.97232563467793
-1.58285714285714,1.29053476205547,0.662227470092204,0.554055411188744,0.69618297928612,1.2810650077802,0.657468218564548,0.56679006119616,0.691438458561887,0.0896218283645075,0.0474863252637084,0.10632292768729,0.0778178678815725,1.19332986039614,0.607437093733183,0.326025875549833,0.595544832935041,1.48583690374803,0.73301782532957,0.675714292767778,0.858038617541753
-1.50142857142857,1.15118622995159,0.694224056587005,0.677770095935935,0.610506882188953,1.12704044503605,0.682590031912017,0.670625172768939,0.618240983668482,0.0886280350907495,0.0421277844754498,0.100329103572823,0.0796242447834503,1.02443009029339,0.641601468333044,0.454654600377554,0.477586272948286,1.35451312721157,0.772145491041913,0.812767495855272,0.768810638734033
-1.42,1.0207908479078,0.699307723400364,0.803953388974596,0.557238441793692,0.994890258144014,0.72155931572421,0.836188594435205,0.563799945819451,0.0728406813554232,0.0566104793548786,0.0934784169363745,0.106013623480469,0.952454485928058,0.603511337771723,0.591037985023373,0.360749191403397,1.19035014067071,0.765319399906622,0.903810603138836,0.77395457047926
-1.33857142857143,0.884404688531924,0.689994285701139,0.901579505527164,0.535985877257704,0.873008954587961,0.701780515057709,0.917603804031856,0.551332757224835,0.0551856066835078,0.0565630713514403,0.0971019283926412,0.14809278802266,0.821134275392731,0.603816146856651,0.693430770938182,0.285206372557817,0.987838523284923,0.763374280987675,1.01313003822838,0.843476007757641
-1.25714285714286,0.762141345466157,0.675379133427739,0.967155599762488,0.538646937778537,0.747652904845424,0.685177057537841,0.972834609179048,0.553851572762538,0.0561935747830557,0.0637202184722014,0.0860992573386185,0.152137279191829,0.701946566236258,0.588801830607975,0.791051116072401,0.284047750258882,0.876575944511245,0.770333084219852,1.06345515545273,0.835933448263978
-1.17571428571429,0.649746528981401,0.673268399517187,1.01296350652636,0.545507934157292,0.626235070081804,0.669958461983832,1.02765141215509,0.561085369203755,0.0629960790371823,0.0658679241412129,0.0867690349970938,0.115486405071687,0.580085214215238,0.548585716040872,0.862433739398074,0.338237285578071,0.762463062531651,0.761558888380247,1.15768254690356,0.750303457066407
-1.09428571428571,0.548985384659041,0.684245156401132,1.03683855598347,0.546188445312964,0.56745112876464,0.679787664622489,1.00530937463436,0.555876761173808,0.0746565310657386,0.0643344414574728,0.101340014931737,0.0843998630620506,0.446538604746064,0.554496530051141,0.924724001708113,0.405787575304768,0.630295717953597,0.76278189473952,1.23225370755595,0.641393010549267
-1.01285714285714,0.464164192523593,0.696620322858492,1.04522507709442,0.557825179739026,0.478583257849804,0.694592963491219,1.00064120626549,0.562180021774832,0.108786848817149,0.100865206977771,0.146510866714319,0.0753552709055373,0.268768528934144,0.461843180260986,0.805422014497537,0.441310949927506,0.611074907945687,0.817368058029938,1.29512062292774,0.659527610939126
-0.931428571428571,0.38849825245578,0.731940534046187,1.04302303091125,0.569644269624476,0.394345171849837,0.754442929384205,1.00811713401391,0.556258435236125,0.136620875730666,0.126106237428957,0.171117169828113,0.0841985533169086,0.148287246261976,0.432544353352344,0.74026578752954,0.461697478847951,0.561443429890845,0.886177088010327,1.31591586779799,0.712885959066969
-0.85,0.327018662787569,0.802687815029788,1.02291465171786,0.582123600468224,0.344261785471012,0.828851248393023,1.00036094520852,0.522894422971125,0.132637286036223,0.133777378999694,0.164281113139939,0.125814497164962,0.106841195199736,0.49504802817201,0.75374566677044,0.45745834755827,0.485566299993627,0.997424940059628,1.30174782237766,0.837188037474056
-0.768571428571429,0.281956653491234,0.882397348396379,0.976572513569313,0.589236129718381,0.31320415182359,0.901387708002442,0.957115573494852,0.553052041668765,0.110728155215569,0.122261136857753,0.143082085950585,0.164011016197946,0.11536883585564,0.620773449872577,0.77924077463805,0.410711990981993,0.409335552696711,1.10702617394331,1.22042973804204,0.968394979943979
-0.687142857142857,0.250531807720537,0.95030646457911,0.929708109464279,0.579649896547581,0.22196469839216,0.960106351591623,0.923536643913731,0.573127716975934,0.113079609328391,0.104451558940855,0.108944701776226,0.178783190700235,0.122346747500916,0.716804234584304,0.804571184475208,0.406578342516988,0.474007482227498,1.1394675472386,1.09749240778354,1.00571314944073
-0.605714285714286,0.233887897386279,1.0046156658464,0.877966958281606,0.566999343253248,0.201030950227053,1.02490593296605,0.905338778062725,0.548003012330531,0.115492029854001,0.0990538397824935,0.0905660174643564,0.179482958520326,0.069098910614713,0.752014459411694,0.720586763048905,0.395450679841604,0.457440243979098,1.12320500980623,0.9804179139206,0.998348840996181
-0.524285714285714,0.210776349615339,1.04223780062369,0.816118221417044,0.549812741307362,0.208274802930312,1.06248382782215,0.852844220667442,0.518312548957189,0.109013712649326,0.118992283121837,0.0992092860584561,0.158978880515214,0.0775927213346647,0.727073709140136,0.600602264484536,0.411827450282021,0.362096991731053,1.13339241685053,0.909375162643384,0.904414924482132
-0.442857142857143,0.174209220189768,1.06093741352772,0.742052319946075,0.542999357950869,0.162721808304904,1.08118269289427,0.764781557983375,0.519179726608321,0.0797489630886184,0.123657285473081,0.114162167203417,0.135353517454618,0.0671872355967341,0.737392853238305,0.500134682634844,0.384216993088537,0.297450735897293,1.1864566158166,0.889204942025629,0.803732774891321
-0.361428571428571,0.132166215212446,1.06164603700006,0.681349986728347,0.533612224632575,0.115364944850275,1.08948931119366,0.721394264897131,0.515432298058743,0.0627137532221496,0.119742879843386,0.133293390704679,0.120010792769106,0.0506031035316942,0.765423614250101,0.416974953062589,0.352995677888934,0.216873345715965,1.18902692023734,0.864510596348809,0.722756426922763
-0.28,0.100777170418277,1.0444955400544,0.639851673788641,0.504281700693403,0.101039001867173,1.05925447574541,0.678837370523448,0.505918578347573,0.0803172138869241,0.100243693676823,0.151575090686366,0.0872168185541998,-0.0160127366887728,0.824939971009233,0.355725708266765,0.355611358595852,0.220043968591721,1.14166596296433,0.883045742117792,0.657742773568917
-0.198571428571428,0.0959674311723968,1.00514112723278,0.595908925850171,0.471022241831748,0.0772601240711936,1.01578164842823,0.622353915336028,0.457182776053614,0.123503489017525,0.0855893895212733,0.153807883028317,0.0758486296067587,-0.0692013165400202,0.864672653578539,0.338561884476318,0.35131642442691,0.256453634908741,1.13072992169712,0.875215144484308,0.634662375965178
-0.117142857142857,0.0840499222395643,0.961553333128346,0.552487968893728,0.451111536451326,0.0574905358529623,0.961703997930127,0.581592264450461,0.437609354238296,0.136780431861894,0.0856333271642016,0.151934017236215,0.081497821139512,-0.124255689436796,0.796731010879587,0.348309500338168,0.330808287513935,0.290496288641977,1.08751521117165,0.857631234435936,0.603934682579142
