"t_knots","mean_beta0","mean_beta1","med_beta0","med_beta1","sd_beta0","sd_beta1","lower_beta0","lower_beta1","upper_beta0","upper_beta1"
-1.98947077012235,0.311178701658062,0.0635922463482897,0.308835836203393,0.0654621089092073,0.136321721080935,0.128327814418723,0.0499822571630108,-0.192163118490443,0.588456341282902,0.305784154175982
-1.90810604836461,0.277138360540636,0.0609269420857257,0.27386125652032,0.0651838089082101,0.108951016467041,0.106670632111879,0.0911212788047833,-0.0988246917150808,0.508568423307945,0.330159552212064
-1.82674132660688,0.235315397455918,0.0587703704943381,0.230730369722319,0.0612924907069984,0.0868335244528835,0.0902371861813266,0.0787888155852238,-0.121721878187603,0.416861855464531,0.236649636693603
-1.74537660484914,0.189513791402258,0.0581881407297366,0.189640421133357,0.0577328930159494,0.0720908695885631,0.0772402607483411,0.0450429895153825,-0.081531091719103,0.332173858723595,0.212420579357558
-1.6640118830914,0.143031557421546,0.0596154405610347,0.141071650982509,0.060972594528032,0.0664778093563897,0.0689684160811051,0.0233581908579243,-0.057156024860545,0.284429566291495,0.216077332834245
-1.58264716133366,0.100583271072104,0.0662135852740143,0.0990850100580836,0.066011999094591,0.0654407673587173,0.066533088860185,-0.014736394736399,-0.0784051601418862,0.234455143400767,0.183624485506464
-1.50128243957592,0.0675757221821455,0.0795606409222306,0.0647147484759425,0.0806502535866272,0.0666644471424646,0.0697243433625311,-0.0522331613550153,-0.0487723628644284,0.208595395880878,0.21870457978334
-1.41991771781818,0.0432544109098447,0.0963801380840584,0.0444992770972147,0.0977417146350201,0.0692393363520154,0.0730578143967528,-0.0818953706392569,-0.0507756131558313,0.179555156092526,0.226553662452165
-1.33855299606044,0.0250074627230818,0.113648352317202,0.0252762937149087,0.111659775622061,0.0721342210591056,0.0741118173896105,-0.113547357112304,-0.0239734072672989,0.166536063478783,0.259370405319673
-1.2571882743027,0.00770435602586411,0.127342165578072,0.00423448650411593,0.125672676397341,0.0725652777581728,0.0731930002608624,-0.12704661434312,-0.0143034988072485,0.156627364549334,0.256044321935506
-1.17582355254496,-0.0137183443864774,0.131389507041474,-0.0158073386670327,0.127635407219283,0.0721243431590452,0.0705688272591566,-0.167339229144494,-0.00202503911809605,0.11386781029005,0.255008853115692
-1.09445883078722,-0.0368438818046375,0.122768648187204,-0.0394015355268155,0.124969839994849,0.0716818526663571,0.0685170795325525,-0.163231215030968,-0.0150476765478247,0.104154611508862,0.247594364227908
-1.01309410902949,-0.0566032675611244,0.105764075374409,-0.060781634440044,0.104592722888491,0.0718372574424666,0.0681973733683812,-0.190298592119893,-0.0176453159760254,0.0829744495331665,0.245882553197322
-0.931729387271747,-0.0698703294649252,0.0886772244465458,-0.0719759056514817,0.0872060134432888,0.0723437857965577,0.0688606244077779,-0.211445953453474,-0.0367783623351414,0.0682142769686748,0.225191026731232
-0.850364665514008,-0.0755583209770594,0.076801000747684,-0.0752253091090682,0.0789712120573333,0.0719294581040711,0.0685167101695467,-0.203105970370287,-0.069535485224849,0.0740895810945238,0.201775001499824
-0.768999943756269,-0.0748562422449916,0.07421324990728,-0.073556428809345,0.0738446998729939,0.0720574494407787,0.0679465856686983,-0.231322339901087,-0.0722290677984641,0.0477835494021189,0.187561904803433
-0.68763522199853,-0.0722508713654935,0.0820540338075185,-0.072029458647546,0.0835574770808231,0.0728298719331182,0.068209228819181,-0.206687789880479,-0.052169617466186,0.0785666051669529,0.213897240506173
-0.606270500240791,-0.0750083744315192,0.0986757160659836,-0.0720556617832268,0.0990464536782634,0.0746987559144069,0.0680680426821359,-0.224458864377571,-0.0261435887208698,0.0705849026732138,0.232932862879672
-0.524905778483052,-0.0875693727887067,0.122821995082849,-0.0837042012559857,0.124161669606544,0.0772195576352523,0.0681919083107515,-0.234109280360681,-0.00744121553615879,0.0563759261320331,0.252878280633521
-0.443541056725313,-0.106497625783706,0.153891695927694,-0.103475276643132,0.15435490759019,0.0793014995473432,0.065652418761074,-0.252588314018618,0.0356157201093309,0.0504289551363038,0.295244112293985
-0.362176334967574,-0.12486288009242,0.192261373442802,-0.125286387791304,0.192570024340084,0.0798179843084649,0.0634636843726339,-0.277334561017581,0.0646070931473108,0.0295751032887366,0.315465186339874
-0.280811613209835,-0.140044108427808,0.235196870611212,-0.138993476894332,0.232204031901693,0.0794590638766391,0.0633460818662236,-0.317075003636496,0.119767944450386,0.00246658778689032,0.362055885419842
-0.199446891452096,-0.152628558011916,0.278373177919706,-0.154576561741823,0.275017405730775,0.0787414902127701,0.0674567186377868,-0.288550589927315,0.156851740423673,0.0136224584215222,0.407398935457288
-0.118082169694357,-0.160905233931116,0.315290016476979,-0.158769690024895,0.309365322768579,0.0781723394613526,0.0740943325884552,-0.316479331024673,0.174317427443783,-0.0145660656682721,0.447802719007551
-0.0367174479366186,-0.162406700658487,0.33965960314161,-0.159703361196682,0.339092724478498,0.0787648920132839,0.0802372293071363,-0.303557380109391,0.165702685039226,-0.0047565857721548,0.476022097298842
0.0446472738211203,-0.155564256130968,0.351295285679798,-0.150910274683254,0.353361599710509,0.0806423420764311,0.0842237458941356,-0.312328486648284,0.186327584085695,-0.00346084630468169,0.520702085932003
0.126011995578859,-0.140274691747472,0.353882198800307,-0.138565218212526,0.355384693643961,0.0823856654677084,0.0849136753445719,-0.315187078916029,0.19213119374959,0.0134820622475039,0.524151284722575
0.207376717336598,-0.116120381621828,0.349035113466564,-0.110205092875284,0.347146667992294,0.0828796553083226,0.0823225967180893,-0.307349244258729,0.163861546284364,0.0209566780553929,0.491022803462745
0.288741439094337,-0.082653794478726,0.339869045903675,-0.0731817600934498,0.340624033783719,0.0806686897447172,0.0789767732761127,-0.258472074591458,0.167865436373347,0.0575751343532553,0.477779195723622
0.370106160852076,-0.0457353195075955,0.333040810477111,-0.044894578199684,0.334693535129171,0.0788922151904387,0.0775588621555822,-0.213017057260229,0.184375014330386,0.096292635912444,0.477311861652532
0.451470882609815,-0.0110421174389248,0.335179150575643,-0.0141237895460455,0.339122072664844,0.0774373366397788,0.0769588376416572,-0.147002182564194,0.16976338530924,0.155933531114425,0.473125064919456
0.532835604367554,0.0180451461439736,0.35222726742093,0.0165848988238934,0.356778588524436,0.075861183060029,0.0774522396770754,-0.132110274821454,0.191978440300391,0.167116343103645,0.48547980650499
0.614200326125293,0.0388846648276101,0.383041825088022,0.0406700865062493,0.387540050997572,0.0749159721405456,0.0792442618396614,-0.104370584362591,0.225548020817444,0.172907430975866,0.522507418706513
0.695565047883032,0.0489028295991207,0.423396680373013,0.0464938876764407,0.424443202859422,0.0753044142664959,0.0810257540480901,-0.105503271985885,0.250448011869392,0.182463575382215,0.573382844677479
0.776929769640771,0.0465377889808032,0.468227558930415,0.0465519268357036,0.472517018119233,0.0739417879777364,0.0819739770407439,-0.121399913323069,0.319804321572314,0.16629740802004,0.645988892363291
0.85829449139851,0.0343466163733643,0.511123717402887,0.0357224713402394,0.512272681585903,0.0716363497472545,0.0819123834200506,-0.123591180582393,0.341635550993384,0.152151120108353,0.661382849510896
0.939659213156248,0.0186834465111718,0.548329811202385,0.019746126631112,0.548428975522232,0.0702426581736664,0.0796468256227785,-0.140971486551508,0.386406637246654,0.137441786416824,0.699984133943585
1.02102393491399,0.00467326348102428,0.577335536574229,0.00971524132055361,0.581561090309999,0.0685803501137694,0.077537815400179,-0.136232530128731,0.422429752804015,0.137404092925298,0.720954396262248
1.10238865667173,-0.00310402826210507,0.599552752692881,0.00138536646426994,0.599232188888575,0.0683901845121833,0.0770233002471993,-0.141867154150423,0.454669697297502,0.122878247398874,0.760347279344888
1.18375337842947,-0.00206076891295952,0.617672897601042,0.00231091662890529,0.61736888866835,0.0688107687066241,0.0772898822999276,-0.153169197249538,0.460525444700041,0.119993267618251,0.765229586133398
1.2651181001872,0.00489309686529177,0.633802627550357,0.00617497336754417,0.629343695297119,0.0700259362553842,0.0759563021791814,-0.124746748307994,0.458670613268929,0.148314706611226,0.760490784840499
1.34648282194494,0.0148176400248097,0.649962085516175,0.0149153766080396,0.645498475522001,0.0733648698529357,0.0755002641884847,-0.123135582962928,0.516606534140087,0.16003430150567,0.8133532042301
1.42784754370268,0.0271328890278826,0.664821532773586,0.0266432338042301,0.663683124000082,0.0783215075945692,0.0783866920024253,-0.116097581510243,0.517459468973416,0.18446231660188,0.825293087636908
1.50921226546042,0.0399723229214437,0.675555137765756,0.0443416136195273,0.674603434733047,0.0851016858798456,0.0814226504628036,-0.109834619632097,0.519902372166418,0.204644141003287,0.836819382146651
1.59057698721816,0.0503112821959678,0.677241168312711,0.0533753220079553,0.674941422056487,0.0915230010196348,0.0848103099245536,-0.110465306911587,0.517358993362322,0.231825509230631,0.853673674751394
1.6719417089759,0.0565332843977811,0.666317840072748,0.0606137114732662,0.665550292048041,0.0986887970679805,0.08736423890406,-0.126027147892863,0.508469866636114,0.251956890645233,0.847171243022791
1.75330643073364,0.0575543141717172,0.641188164881691,0.0623005429763069,0.641031450188398,0.107188793041344,0.0891356957674594,-0.168783640395391,0.470055389609343,0.242754906184496,0.809696608509694
1.83467115249138,0.0530769272706373,0.603377811931115,0.0504690181988453,0.604256321862959,0.120547620586757,0.0942732968613578,-0.195243355574052,0.401613419655867,0.275972688750559,0.766068553597079
1.91603587424912,0.0445559478743381,0.555778018647699,0.0399540368521457,0.555958380647573,0.140627940850844,0.106784689962445,-0.22991341493519,0.335889575426415,0.334634138831984,0.75308829422305
1.99740059600685,0.0355529796309914,0.504295155050624,0.036382605606932,0.50558117250397,0.165747601036192,0.129476055354462,-0.265888818699355,0.256288765156825,0.390449744940744,0.763454229868017
