"t_knots","mean_beta0","mean_beta1","med_beta0","med_beta1","sd_beta0","sd_beta1","lower_beta0","lower_beta1","upper_beta0","upper_beta1"
-1.99851158883418,0.056477884972638,0.011497416498092,0.0533127936088336,0.00337077921457092,0.150116227006696,0.118126341374834,-0.227115362099652,-0.217974493716802,0.336333187663514,0.246155954339299
-1.91694629458709,0.065668884446404,0.00339976321254937,0.0638910053391089,-0.00107032780730675,0.126865485463236,0.099959174457368,-0.16397561288784,-0.187459808171453,0.302479827438446,0.207460918037169
-1.83538100034,0.072970310421261,-0.000559435940570364,0.0736401785034562,-0.00102769101826481,0.106788348363903,0.0892397402336682,-0.141747711772003,-0.181433333876878,0.265715068844553,0.168013069356745
-1.75381570609292,0.0763575049419452,0.00161705811385669,0.0776844767632049,0.000170049694936645,0.0901081006324392,0.0826508948248514,-0.105681591085362,-0.16655036236005,0.235395571916816,0.154636763959499
-1.67225041184583,0.0747456347663286,0.00878846632674087,0.076892298581386,0.00944091646986076,0.0791075668241893,0.0796143737095335,-0.08851778783069,-0.142593396484959,0.226531920950693,0.165224115436027
-1.59068511759874,0.064452746858306,0.0214781288992077,0.0667229578483669,0.0190670777928866,0.0737756789756235,0.0772612645195374,-0.0667755579933843,-0.128872546602191,0.218145665464577,0.161626759428724
-1.50911982335165,0.0452478561234063,0.0408878918357442,0.0502336288260057,0.0422171628223991,0.071923734935606,0.0759600460530625,-0.0907011162019894,-0.0941641438217242,0.203581243873373,0.186095010408246
-1.42755452910457,0.0179781738750566,0.0669877012451816,0.0198027412329592,0.0687816161159173,0.0726527787729207,0.0763964901942668,-0.139222621145549,-0.069865927432503,0.151932940707072,0.21953439831545
-1.34598923485748,-0.014056413299,0.0946907270526243,-0.0128961592407946,0.0970853581048194,0.0742666735970203,0.0771711280933525,-0.153181358390125,-0.0609810099980577,0.131602026985149,0.247294362133077
-1.26442394061039,-0.0455121962838549,0.120687102691834,-0.0477700964272118,0.121367620592114,0.0754645951887256,0.0784089666108335,-0.177476410428042,-0.0460211021244131,0.121538770642345,0.26547151583715
-1.1828586463633,-0.0696512207002042,0.145966208193673,-0.0715936319837718,0.149435956369614,0.075829956226789,0.0807926142369293,-0.202408222932933,-0.0171705598538965,0.0874536366432892,0.295755159603209
-1.10129335211621,-0.0838255560131161,0.170580468980463,-0.0875596777070892,0.173651516472104,0.0762103673926776,0.0825184008965134,-0.228110422124239,0.0132675134461908,0.0631643263076973,0.340534806025655
-1.01972805786913,-0.0891516423700759,0.195695829884008,-0.0891548743599428,0.196074549121637,0.0769682590831637,0.0838591012273962,-0.245365144474117,0.0557540195084209,0.0489832598557953,0.373483538330421
-0.938162763622038,-0.0891089850351805,0.220422774645868,-0.0891152207040665,0.220290293788444,0.077894970441872,0.0845811815037659,-0.240208697989782,0.0577988879656951,0.0533402973130605,0.375055239742994
-0.85659746937495,-0.0889790217249917,0.243904960787595,-0.0867257215445838,0.244585667068356,0.0799184666786147,0.0839435692533233,-0.266705729882302,0.0816500705186656,0.0375695537243008,0.40766256135545
-0.775032175127863,-0.0920288235601117,0.265629516041179,-0.0884746587558575,0.26947676024218,0.0805502487574221,0.0822518271899686,-0.245065409395541,0.0830242714974775,0.0569998196758352,0.403898345288763
-0.693466880880775,-0.0979165849872228,0.283814069405378,-0.0956469060458842,0.285464099809916,0.0800644162950613,0.0805202332247651,-0.253044808419355,0.124109532726048,0.0513765390431653,0.438688944522484
-0.611901586633687,-0.104555269119999,0.298252398346068,-0.103086175341825,0.295364522085868,0.0776477953064392,0.079224953245033,-0.259473194574457,0.127208916775606,0.0347744533489316,0.433739992703331
-0.530336292386599,-0.111787868456404,0.313195282738065,-0.113482905745655,0.31429859844243,0.0749663374953495,0.0780360258296683,-0.255185686425818,0.163047057457573,0.0355373008673057,0.460567169289309
-0.448770998139511,-0.115747391942861,0.332055790111502,-0.119106876236705,0.333743945858686,0.0717714494206663,0.0768523579977079,-0.264216553739115,0.187163601205696,0.0216112528288755,0.470146335568779
-0.367205703892423,-0.112978438075422,0.3579159904673,-0.110936690285859,0.356406399796262,0.0693914965979104,0.0759479812825602,-0.252285334914401,0.239671830064545,0.0222873589582992,0.510690230273279
-0.285640409645336,-0.102276081214061,0.388724755973067,-0.10274176832063,0.384702484641231,0.0685320346787572,0.0763258835859696,-0.241655135214952,0.246415561922101,0.0395809000673927,0.534612935942787
-0.204075115398248,-0.0852582825367955,0.418688610499428,-0.0860660562652967,0.414554609847465,0.0688446776531923,0.0776149849302552,-0.217028683890251,0.272807566700736,0.0447894962425151,0.577783559627333
-0.12250982115116,-0.0630947432717733,0.444203062283582,-0.0688193860069403,0.44088997418718,0.0699915003465147,0.0800124326259826,-0.200286332960582,0.299242517849574,0.0670453211762128,0.590139784157657
-0.040944526904072,-0.0355159542673763,0.464580544384151,-0.0368491087502032,0.461090243664192,0.0709157974394729,0.0817261266833372,-0.169931676007443,0.326698941228343,0.0997254430931252,0.635523206695976
0.0406207673430159,-0.0056638497839461,0.477281666053086,-0.00826843880736224,0.474543523537236,0.0725523915756669,0.0817334109682279,-0.148438473984907,0.31320661170788,0.126609987116046,0.627838045695465
0.122186061590104,0.0244527187745152,0.482518198504795,0.0249206233799682,0.484979055841134,0.0736901236979313,0.0800517810253538,-0.104337703544872,0.336076141523591,0.187024713399056,0.653218598848156
