"t_knots","mean_beta0","mean_beta1","med_beta0","med_beta1","sd_beta0","sd_beta1","lower_beta0","lower_beta1","upper_beta0","upper_beta1"
-1.9950998568374,-0.0395020008724303,0.0100857702692735,-0.0277441743501325,0.0418034813890778,0.0904819786047583,0.122889333941183,-0.163000050026568,-0.134014695934906,0.0831931320264061,0.179694343149846
-1.91396711859677,-0.0573215907053065,0.0409437362634441,-0.0863535110204057,0.0180077150228063,0.0826534780925218,0.0922102456299883,-0.110641965121608,-0.0495113087113688,0.0875859254685986,0.187934558441482
-1.83283438035613,-0.0834693991860361,0.062384755593957,-0.0905057452017559,0.0201429622465586,0.0786837661341865,0.080332288073327,-0.178629604033172,0.000664953764201753,0.0376281940556501,0.195971396969519
-1.7517016421155,-0.125711520463972,0.102366144095586,-0.139513499001258,0.0953569017709359,0.0474920877984464,0.0739480536446981,-0.178426355318335,0.00370245178260475,-0.0493739097647551,0.20644027613455
-1.67056890387487,-0.141425676346016,0.154934079990663,-0.144051207906064,0.147434020484847,0.0411414667866019,0.0721620804945487,-0.182598448918412,0.0465133830782248,-0.0830229522510395,0.231134239352073
-1.58943616563423,-0.110261148205094,0.236536069374571,-0.0757863601530656,0.243369708706261,0.0548696477237357,0.105500932049131,-0.183192746321116,0.0821600244758165,-0.0683356435626265,0.347293083493065
-1.5083034273936,-0.0713518825295583,0.296022590324496,-0.0821007968433128,0.353360013973412,0.0634180777388147,0.125715927563035,-0.154010373238672,0.111815469285569,0.0160049734638144,0.402509652608576
-1.42717068915297,-0.0455636254012102,0.303609559350634,-0.0299892950218629,0.351107015446093,0.0489425108667293,0.103821781854756,-0.0969909380903902,0.155749370251252,0.0130746140485611,0.402393113894005
-1.34603795091234,0.0143720626491047,0.334419232978444,0.00768072121537125,0.353611933086554,0.0406198364392003,0.0547100490563566,-0.0306423287447637,0.254910752514807,0.0753543187480908,0.389823454944449
-1.2649052126717,0.0601952754710098,0.419477071613361,0.0661308256069688,0.412220509629194,0.0341603826981693,0.0456504286077234,0.00264528283688083,0.35793704593006,0.0929820175817241,0.472644249486749
-1.18377247443107,0.0886538912939456,0.532281394242262,0.112665050501412,0.526777416008963,0.0741635163534306,0.0460745143165384,-0.0206664040397335,0.484408899615672,0.159538601678526,0.600534464103831
-1.10263973619044,0.132772225931999,0.619434616226401,0.155171611006755,0.616199946842043,0.116283143073588,0.0168663504711583,-0.0187749522977157,0.602296751886684,0.287554399822027,0.640867852429818
-1.0215069979498,0.126088095870257,0.689563881012068,0.135896324763564,0.695795463348843,0.130002231351209,0.0321157127026193,-0.0118689652485296,0.648917509730521,0.307432096072709,0.731397952068793
-0.94037425970917,0.0960285378436937,0.693400709628409,0.0875521825893033,0.702854363297833,0.0846099215440744,0.0524269606440816,0.00992926185720795,0.607867788604894,0.216758489097585,0.749517148281616
-0.859241521468537,0.0854647066099284,0.650254458973921,0.0828727505510364,0.691961335055871,0.0346058586376562,0.0804291236783657,0.0533713703617759,0.541308227367869,0.140852022761978,0.725400034977184
-0.778108783227904,0.0931852293901807,0.545551951625608,0.0841669746356919,0.588539775251549,0.0563646490971772,0.0906119742719907,0.0481100537930962,0.447588075452944,0.186760725720876,0.632213392814409
-0.696976044987271,0.0872737976397739,0.427382505524053,0.0524262372449657,0.441091416043926,0.102557566969337,0.107371665985762,-0.0116491957338408,0.275130979030754,0.257283275583801,0.569674157905528
-0.615843306746638,0.0838550704233171,0.353950083125395,0.0513136542328761,0.396109989005404,0.129878211828887,0.174631622893791,-0.0392257856756836,0.0970733606695691,0.302986121862822,0.511889276669559
-0.534710568506005,0.105163703027673,0.308775352089475,0.0716915892941801,0.384769785084007,0.0931412670774938,0.258007254614234,0.0256494175904529,-0.00979012889420536,0.263223557339666,0.612856418635182
-0.453577830265372,0.109590912265786,0.287442311642767,0.157287053937505,0.369989877890687,0.0784887065296164,0.227737611326505,-0.0157030817029133,0.00140778633376054,0.168266006806755,0.522905291020066
-0.372445092024739,0.083220060118808,0.282125663480212,0.0957448402269308,0.303320771343071,0.0657141542603965,0.167127804704922,-0.0275325853435148,0.0582957373102402,0.134335073320099,0.459533708842353
-0.291312353784106,0.0403615470176903,0.242728171609839,0.0478459122172739,0.227020330586709,0.0549844440460963,0.122711069376538,-0.0376211308302841,0.0936595332895185,0.0995562831523351,0.431825623956323
-0.210179615543473,0.0270595882792847,0.189126408159268,0.0170961626113781,0.122169823723876,0.0292266921463161,0.113172365985266,0.00630623393297003,0.0843354771437267,0.0772252829901201,0.316675383086678
-0.12904687730284,0.0377364135706121,0.140292331751641,-0.0102251231819955,0.100014971386105,0.0796281490191018,0.123208462268609,-0.0245707728457079,0.00191611789832558,0.153505195636276,0.295814026183127
-0.0479141390622067,0.0369671375172227,0.140751785967026,0.0264802546254208,0.159429866429764,0.111775499010324,0.10014779498304,-0.0764319808160024,0.0238869120986891,0.201240402521666,0.256038709107558
0.0332185991784266,-0.0017700421542806,0.204758363751539,-0.0430855431003537,0.212291709976252,0.102368192742289,0.0670186897963257,-0.09414153694178,0.0992417458920431,0.150672161886679,0.285733061722358
0.114351337419059,0.00951611597636944,0.281202349026057,-0.023184373094336,0.287057848508805,0.0618394509940747,0.0349078250239337,-0.0495111382357536,0.225477544607462,0.0966838605012671,0.320004393980495
0.195484075659692,0.0656719568420696,0.350369224426488,0.0736799502787222,0.342450691967233,0.0379488654008557,0.0179364875913344,0.00852317103823426,0.331336643566662,0.113607863510954,0.376979894154572
0.276616813900326,0.134397165873629,0.403438972549521,0.127425755095737,0.372254138357644,0.0686101006739087,0.0544368183508534,0.0581222889338575,0.362980606994008,0.214716196021095,0.492895660797743
0.357749552140959,0.154600849960618,0.413691798124147,0.103500993702623,0.355531471065213,0.0874311311143637,0.0910467382081018,0.0723795571541062,0.347356673592817,0.26570129291091,0.553822908036095
0.438882290381592,0.129594096052676,0.378751126270704,0.103605614040162,0.361152623521342,0.100033446835414,0.0935603054692411,0.0274251100774293,0.282894992480911,0.251220513522125,0.510367881202687
0.520015028622224,0.0806828708565901,0.328876456317461,0.0752736618934105,0.357488804713301,0.108732912633702,0.0927478089806649,-0.0580070011653678,0.206861405605248,0.192398436058939,0.416355662457876
0.601147766862858,0.0226572188537279,0.292001334287409,0.0224888740579554,0.313372206808528,0.0905222927286388,0.0785341137607128,-0.114406986332423,0.190888359319716,0.120982405353669,0.392260266546313
